alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
A* (A Star);15;Chebyshev;OnlyWhenNoObstacles;Yes (693ms );693;2302;93,556349186104;
Best First Search;15;Manhattan;OnlyWhenNoObstacles;Yes (13ms );13;359;117,254833995939;
Best First Search;15;Euclidean;OnlyWhenNoObstacles;Yes (7ms );7;274;113,941125496954;
Best First Search;15;Octile;OnlyWhenNoObstacles;Yes (10ms );10;316;117,254833995939;
Best First Search;15;Chebyshev;OnlyWhenNoObstacles;Yes (5ms );5;227;106,485281374239;
IDA* (IDA Star);15;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;0;106,485281374239;
IDA* (IDA Star);15;Euclidean;OnlyWhenNoObstacles;No;5001;0;-1;
IDA* (IDA Star);15;Octile;OnlyWhenNoObstacles;No;5001;0;-1;
IDA* (IDA Star);15;Chebyshev;OnlyWhenNoObstacles;No;5001;0;-1;
Dijkstra;15;Manhattan;OnlyWhenNoObstacles;Yes (4672ms );4672;5811;93,556349186104;
Dijkstra;15;Euclidean;OnlyWhenNoObstacles;Yes (4617ms );4617;5811;93,556349186104;
Dijkstra;15;Octile;OnlyWhenNoObstacles;Yes (4636ms );4636;5811;93,556349186104;
Dijkstra;15;Chebyshev;OnlyWhenNoObstacles;Yes (4632ms );4632;5811;93,556349186104;
A* (A Star);16;Manhattan;OnlyWhenNoObstacles;Yes (1ms );1;90;30,6568542494924;
A* (A Star);16;Euclidean;OnlyWhenNoObstacles;Yes (4ms );4;183;30,6568542494924;
A* (A Star);16;Octile;OnlyWhenNoObstacles;Yes (4ms );4;173;30,6568542494924;
A* (A Star);16;Chebyshev;OnlyWhenNoObstacles;Yes (5ms );5;211;30,6568542494924;
Best First Search;16;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;87;33,142135623731;
Best First Search;16;Euclidean;OnlyWhenNoObstacles;Yes (0ms );0;85;33,9705627484771;
Best First Search;16;Octile;OnlyWhenNoObstacles;Yes (0ms );0;85;33,9705627484771;
Best First Search;16;Chebyshev;OnlyWhenNoObstacles;Yes (0ms );0;80;30,6568542494924;
IDA* (IDA Star);16;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;0;30,6568542494924;
IDA* (IDA Star);16;Euclidean;OnlyWhenNoObstacles;No;5001;0;-1;
IDA* (IDA Star);16;Octile;OnlyWhenNoObstacles;Yes (65ms );65;0;30,6568542494924;
IDA* (IDA Star);16;Chebyshev;OnlyWhenNoObstacles;No;5001;0;-1;
Dijkstra;16;Manhattan;OnlyWhenNoObstacles;Yes (153ms );153;996;30,6568542494924;
Dijkstra;16;Euclidean;OnlyWhenNoObstacles;Yes (150ms );150;996;30,6568542494924;
Dijkstra;16;Octile;OnlyWhenNoObstacles;Yes (140ms );140;996;30,6568542494924;
Dijkstra;16;Chebyshev;OnlyWhenNoObstacles;Yes (141ms );141;996;30,6568542494924;
A* (A Star);17;Manhattan;OnlyWhenNoObstacles;Yes (8ms );8;307;94,2426406871193;
A* (A Star);17;Euclidean;OnlyWhenNoObstacles;Yes (171ms );171;1353;94,2426406871193;
A* (A Star);17;Octile;OnlyWhenNoObstacles;Yes (150ms );150;1221;94,2426406871193;
A* (A Star);17;Chebyshev;OnlyWhenNoObstacles;Yes (271ms );271;1642;94,2426406871193;
Best First Search;17;Manhattan;OnlyWhenNoObstacles;Yes (9ms );9;293;143,213203435596;
Best First Search;17;Euclidean;OnlyWhenNoObstacles;Yes (3ms );3;185;94,2426406871193;
Best First Search;17;Octile;OnlyWhenNoObstacles;Yes (3ms );3;185;94,2426406871193;
Best First Search;17;Chebyshev;OnlyWhenNoObstacles;Yes (3ms );3;192;94,2426406871193;
