alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
Best First Search;19;Manhattan;OnlyWhenNoObstacles;Yes (3ms );3;173;75,0416305603426;
Best First Search;19;Euclidean;OnlyWhenNoObstacles;Yes (2ms );2;165;71,8700576850888;
Best First Search;19;Octile;OnlyWhenNoObstacles;Yes (2ms );2;165;71,8700576850888;
Best First Search;19;Chebyshev;OnlyWhenNoObstacles;Yes (3ms );3;175;71,6274169979695;
Dijkstra;19;Manhattan;OnlyWhenNoObstacles;Yes (1103ms );1103;2844;70,4558441227157;
Dijkstra;19;Euclidean;OnlyWhenNoObstacles;Yes (1104ms );1104;2844;70,4558441227157;
Dijkstra;19;Octile;OnlyWhenNoObstacles;Yes (1093ms );1093;2844;70,4558441227157;
Dijkstra;19;Chebyshev;OnlyWhenNoObstacles;Yes (1102ms );1102;2844;70,4558441227157;
A* (A Star);20;Manhattan;OnlyWhenNoObstacles;Yes (21ms );21;429;47,0710678118655;
A* (A Star);20;Euclidean;OnlyWhenNoObstacles;Yes (36ms );36;546;47,0710678118655;
A* (A Star);20;Octile;OnlyWhenNoObstacles;Yes (34ms );34;518;47,0710678118655;
A* (A Star);20;Chebyshev;OnlyWhenNoObstacles;Yes (51ms );51;632;47,0710678118655;
Best First Search;20;Manhattan;OnlyWhenNoObstacles;Yes (2ms );2;143;49,3137084989848;
Best First Search;20;Euclidean;OnlyWhenNoObstacles;Yes (1ms );1;114;48,4852813742386;
Best First Search;20;Octile;OnlyWhenNoObstacles;Yes (1ms );1;114;48,4852813742386;
Best First Search;20;Chebyshev;OnlyWhenNoObstacles;Yes (1ms );1;119;48,4852813742386;
Dijkstra;20;Manhattan;OnlyWhenNoObstacles;Yes (558ms );558;2075;47,0710678118655;
Dijkstra;20;Euclidean;OnlyWhenNoObstacles;Yes (563ms );563;2075;47,0710678118655;
Dijkstra;20;Octile;OnlyWhenNoObstacles;Yes (562ms );562;2075;47,0710678118655;
Dijkstra;20;Chebyshev;OnlyWhenNoObstacles;Yes (557ms );557;2075;47,0710678118655;
A* (A Star);21;Manhattan;OnlyWhenNoObstacles;Yes (13ms );13;307;58,3137084989848;
A* (A Star);21;Euclidean;OnlyWhenNoObstacles;Yes (42ms );42;549;55,3847763108502;
A* (A Star);21;Octile;OnlyWhenNoObstacles;Yes (35ms );35;508;55,3847763108502;
A* (A Star);21;Chebyshev;OnlyWhenNoObstacles;Yes (62ms );62;681;55,3847763108502;
Best First Search;21;Manhattan;OnlyWhenNoObstacles;Yes (3ms );3;174;59,3847763108502;
Best First Search;21;Euclidean;OnlyWhenNoObstacles;Yes (3ms );3;171;59,3847763108502;
Best First Search;21;Octile;OnlyWhenNoObstacles;Yes (3ms );3;169;59,3847763108502;
Best First Search;21;Chebyshev;OnlyWhenNoObstacles;Yes (3ms );3;175;60,3137084989848;
Dijkstra;21;Manhattan;OnlyWhenNoObstacles;Yes (613ms );613;2072;55,3847763108502;
Dijkstra;21;Euclidean;OnlyWhenNoObstacles;Yes (615ms );615;2072;55,3847763108502;
Dijkstra;21;Octile;OnlyWhenNoObstacles;Yes (613ms );613;2072;55,3847763108502;
Dijkstra;21;Chebyshev;OnlyWhenNoObstacles;Yes (614ms );614;2072;55,3847763108502;
A* (A Star);22;Manhattan;OnlyWhenNoObstacles;Yes (6ms );6;233;52,3137084989848;
A* (A Star);22;Euclidean;OnlyWhenNoObstacles;Yes (11ms );11;291;51,4852813742386;
A* (A Star);22;Octile;OnlyWhenNoObstacles;Yes (8ms );8;261;51,4852813742386;
A* (A Star);22;Chebyshev;OnlyWhenNoObstacles;Yes (13ms );13;328;51,4852813742386;
Best First Search;22;Manhattan;OnlyWhenNoObstacles;Yes (1ms );1;121;54,3137084989848;
Best First Search;22;Euclidean;OnlyWhenNoObstacles;Yes (1ms );1;120;54,3137084989848;
Best First Search;22;Octile;OnlyWhenNoObstacles;Yes (1ms );1;120;54,3137084989848;
Best First Search;22;Chebyshev;OnlyWhenNoObstacles;Yes (2ms );2;147;61,4852813742386;
Dijkstra;22;Manhattan;OnlyWhenNoObstacles;Yes (569ms );569;2059;51,4852813742386;
Dijkstra;22;Euclidean;OnlyWhenNoObstacles;Yes (570ms );570;2059;51,4852813742386;
Dijkstra;22;Octile;OnlyWhenNoObstacles;Yes (570ms );570;2059;51,4852813742386;
Dijkstra;22;Chebyshev;OnlyWhenNoObstacles;Yes (568ms );568;2059;51,4852813742386;
A* (A Star);23;Manhattan;OnlyWhenNoObstacles;Yes (82ms );82;803;117,284271247462;
