Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Dijkstra;16;Random;Manhattan;IfAtMostOneObstacle;Yes;1350;6598;104,639610306789;
Dijkstra;16;Random;Euclidean;IfAtMostOneObstacle;Yes;1348;6598;104,639610306789;
Dijkstra;16;Random;Octile;IfAtMostOneObstacle;Yes;1350;6598;104,639610306789;
Dijkstra;16;Random;Chebyshev;IfAtMostOneObstacle;Yes;1356;6598;104,639610306789;
A* (A Star);17;Random;Manhattan;IfAtMostOneObstacle;Yes;4;242;57,5979797464466;
A* (A Star);17;Random;Euclidean;IfAtMostOneObstacle;Yes;17;659;56,5269119345812;
A* (A Star);17;Random;Octile;IfAtMostOneObstacle;Yes;8;483;56,5269119345812;
A* (A Star);17;Random;Chebyshev;IfAtMostOneObstacle;Yes;30;909;56,5269119345812;
Best First Search;17;Random;Manhattan;IfAtMostOneObstacle;Yes;0;161;59,8406204335659;
Best First Search;17;Random;Euclidean;IfAtMostOneObstacle;Yes;0;158;62,9116882454314;
Best First Search;17;Random;Octile;IfAtMostOneObstacle;Yes;0;158;62,9116882454314;
Best First Search;17;Random;Chebyshev;IfAtMostOneObstacle;Yes;1;162;57,9411254969542;
IDA* (IDA Star);17;Random;Manhattan;IfAtMostOneObstacle;Yes;823;0;61,4974746830583;
IDA* (IDA Star);17;Random;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);17;Random;Octile;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);17;Random;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;17;Random;Manhattan;IfAtMostOneObstacle;Yes;537;4088;56,5269119345812;
Dijkstra;17;Random;Euclidean;IfAtMostOneObstacle;Yes;535;4088;56,5269119345812;
Dijkstra;17;Random;Octile;IfAtMostOneObstacle;Yes;538;4088;56,5269119345812;
Dijkstra;17;Random;Chebyshev;IfAtMostOneObstacle;Yes;547;4088;56,5269119345812;
A* (A Star);18;Random;Manhattan;IfAtMostOneObstacle;Yes;0;104;17,4852813742386;
