Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Dijkstra;18;Random;Manhattan;Always;Yes;635;4505;69,3259018078045;
Dijkstra;18;Random;Euclidean;Always;Yes;634;4505;69,3259018078045;
Dijkstra;18;Random;Octile;Always;Yes;640;4505;69,3259018078045;
Dijkstra;18;Random;Chebyshev;Always;Yes;638;4505;69,3259018078045;
A* (A Star);19;Random;Manhattan;Always;Yes;0;71;21,0710678118655;
A* (A Star);19;Random;Euclidean;Always;Yes;0;110;21,0710678118655;
A* (A Star);19;Random;Octile;Always;Yes;0;97;21,0710678118655;
A* (A Star);19;Random;Chebyshev;Always;Yes;1;155;21,0710678118655;
Best First Search;19;Random;Manhattan;Always;Yes;0;58;21,0710678118655;
Best First Search;19;Random;Euclidean;Always;Yes;0;58;21,0710678118655;
Best First Search;19;Random;Octile;Always;Yes;0;58;21,0710678118655;
Best First Search;19;Random;Chebyshev;Always;Yes;0;63;23,3137084989848;
IDA* (IDA Star);19;Random;Manhattan;Always;Yes;0;0;23,7279220613579;
IDA* (IDA Star);19;Random;Euclidean;Always;Yes;57;0;23,7279220613579;
IDA* (IDA Star);19;Random;Octile;Always;Yes;0;0;23,7279220613579;
IDA* (IDA Star);19;Random;Chebyshev;Always;Yes;12;0;23,7279220613579;
Dijkstra;19;Random;Manhattan;Always;Yes;19;733;21,0710678118655;
Dijkstra;19;Random;Euclidean;Always;Yes;19;733;21,0710678118655;
Dijkstra;19;Random;Octile;Always;Yes;19;733;21,0710678118655;
Dijkstra;19;Random;Chebyshev;Always;Yes;21;733;21,0710678118655;
A* (A Star);20;Random;Manhattan;Always;Yes;19;657;74,5269119345812;
A* (A Star);20;Random;Euclidean;Always;Yes;37;1024;72,2842712474619;
A* (A Star);20;Random;Octile;Always;Yes;21;775;72,2842712474619;
A* (A Star);20;Random;Chebyshev;Always;Yes;70;1401;72,2842712474619;
Best First Search;20;Random;Manhattan;Always;Yes;1;185;77,0121933088197;
Best First Search;20;Random;Euclidean;Always;Yes;1;180;78,0832611206852;
Best First Search;20;Random;Octile;Always;Yes;1;180;78,0832611206852;
Best First Search;20;Random;Chebyshev;Always;Yes;1;180;77,9411254969542;
IDA* (IDA Star);20;Random;Manhattan;Always;No;5001;0;-1;
IDA* (IDA Star);20;Random;Euclidean;Always;No;5001;0;-1;
IDA* (IDA Star);20;Random;Octile;Always;No;5001;0;-1;
