alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
Best First Search;20;Euclidean;IfAtMostOneObstacle;Yes (2ms );2;146;57,4264068711928;
Best First Search;20;Octile;IfAtMostOneObstacle;Yes (2ms );2;145;57,4264068711928;
Best First Search;20;Chebyshev;IfAtMostOneObstacle;Yes (1ms );1;113;38,4558441227157;
Dijkstra;20;Manhattan;IfAtMostOneObstacle;Yes (514ms );514;1580;37,8700576850888;
Dijkstra;20;Euclidean;IfAtMostOneObstacle;Yes (537ms );537;1580;37,8700576850888;
Dijkstra;20;Octile;IfAtMostOneObstacle;Yes (539ms );539;1580;37,8700576850888;
Dijkstra;20;Chebyshev;IfAtMostOneObstacle;Yes (518ms );518;1580;37,8700576850888;
A* (A Star);21;Manhattan;IfAtMostOneObstacle;Yes (9ms );9;227;69,0121933088197;
A* (A Star);21;Euclidean;IfAtMostOneObstacle;Yes (63ms );63;532;65,5979797464466;
A* (A Star);21;Octile;IfAtMostOneObstacle;Yes (27ms );27;430;65,5979797464466;
A* (A Star);21;Chebyshev;IfAtMostOneObstacle;Yes (89ms );89;682;65,5979797464466;
Best First Search;21;Manhattan;IfAtMostOneObstacle;Yes (4ms );4;199;80,2253967444161;
Best First Search;21;Euclidean;IfAtMostOneObstacle;Yes (3ms );3;176;73,9827560572968;
Best First Search;21;Octile;IfAtMostOneObstacle;Yes (7ms );7;203;81,0538238691623;
Best First Search;21;Chebyshev;IfAtMostOneObstacle;Yes (7ms );7;205;67,0121933088197;
Dijkstra;21;Manhattan;IfAtMostOneObstacle;Yes (2048ms );2048;3030;65,5979797464466;
Dijkstra;21;Euclidean;IfAtMostOneObstacle;Yes (2096ms );2096;3030;65,5979797464466;
Dijkstra;21;Octile;IfAtMostOneObstacle;Yes (2115ms );2115;3030;65,5979797464466;
Dijkstra;21;Chebyshev;IfAtMostOneObstacle;Yes (2071ms );2071;3030;65,5979797464466;
A* (A Star);22;Manhattan;IfAtMostOneObstacle;Yes (13ms );13;285;65,4264068711928;
A* (A Star);22;Euclidean;IfAtMostOneObstacle;Yes (142ms );142;871;64,5979797464466;
A* (A Star);22;Octile;IfAtMostOneObstacle;Yes (106ms );106;732;64,5979797464466;
A* (A Star);22;Chebyshev;IfAtMostOneObstacle;Yes (267ms );267;1165;64,5979797464466;
Best First Search;22;Manhattan;IfAtMostOneObstacle;Yes (12ms );12;308;87,4680374315354;
Best First Search;22;Euclidean;IfAtMostOneObstacle;Yes (11ms );11;281;87,4680374315354;
Best First Search;22;Octile;IfAtMostOneObstacle;Yes (14ms );14;276;87,4680374315354;
Best First Search;22;Chebyshev;IfAtMostOneObstacle;Yes (12ms );12;265;67,7695526217004;
Dijkstra;22;Manhattan;IfAtMostOneObstacle;Yes (7003ms );7003;5451;64,5979797464466;
Dijkstra;22;Euclidean;IfAtMostOneObstacle;Yes (6999ms );6999;5451;64,5979797464466;
Dijkstra;22;Octile;IfAtMostOneObstacle;Yes (7087ms );7087;5451;64,5979797464466;
Dijkstra;22;Chebyshev;IfAtMostOneObstacle;Yes (7009ms );7009;5451;64,5979797464466;
