alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
A* (A Star);24;Octile;Never;Yes (22ms );22;476;43;
A* (A Star);24;Chebyshev;Never;Yes (31ms );31;585;43;
Best First Search;24;Manhattan;Never;Yes (1ms );1;107;51;
Best First Search;24;Euclidean;Never;Yes (0ms );0;94;43;
Best First Search;24;Octile;Never;Yes (0ms );0;94;43;
Best First Search;24;Chebyshev;Never;Yes (0ms );0;103;47;
IDA* (IDA Star);24;Manhattan;Never;Yes (4ms );4;0;47;
IDA* (IDA Star);24;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);24;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);24;Chebyshev;Never;No;5001;0;-1;
Dijkstra;24;Manhattan;Never;Yes (167ms );167;1333;43;
Dijkstra;24;Euclidean;Never;Yes (162ms );162;1333;43;
Dijkstra;24;Octile;Never;Yes (160ms );160;1333;43;
Dijkstra;24;Chebyshev;Never;Yes (163ms );163;1333;43;
A* (A Star);25;Manhattan;Never;Yes (4ms );4;224;58;
A* (A Star);25;Euclidean;Never;Yes (21ms );21;450;58;
A* (A Star);25;Octile;Never;Yes (13ms );13;367;58;
A* (A Star);25;Chebyshev;Never;Yes (29ms );29;538;58;
Best First Search;25;Manhattan;Never;Yes (1ms );1;126;58;
Best First Search;25;Euclidean;Never;Yes (1ms );1;124;58;
Best First Search;25;Octile;Never;Yes (1ms );1;124;58;
Best First Search;25;Chebyshev;Never;Yes (1ms );1;133;62;
IDA* (IDA Star);25;Manhattan;Never;Yes (0ms );0;0;62;
IDA* (IDA Star);25;Euclidean;Never;Yes (3848ms );3848;0;62;
IDA* (IDA Star);25;Octile;Never;Yes (7ms );7;0;62;
IDA* (IDA Star);25;Chebyshev;Never;Yes (530ms );530;0;62;
Dijkstra;25;Manhattan;Never;Yes (1421ms );1421;3820;58;
Dijkstra;25;Euclidean;Never;Yes (1420ms );1420;3820;58;
