Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Best First Search;14;File;Manhattan;IfAtMostOneObstacle;Yes;0;73;14,7279220613579;
Best First Search;14;File;Euclidean;IfAtMostOneObstacle;Yes;0;73;14,7279220613579;
Best First Search;14;File;Octile;IfAtMostOneObstacle;Yes;0;73;14,7279220613579;
Best First Search;14;File;Chebyshev;IfAtMostOneObstacle;Yes;0;73;13,0710678118655;
Dijkstra;14;File;Manhattan;IfAtMostOneObstacle;Yes;1;186;12,2426406871193;
Dijkstra;14;File;Euclidean;IfAtMostOneObstacle;Yes;2;186;12,2426406871193;
Dijkstra;14;File;Octile;IfAtMostOneObstacle;Yes;2;186;12,2426406871193;
Dijkstra;14;File;Chebyshev;IfAtMostOneObstacle;Yes;2;186;12,2426406871193;
A* (A Star);15;File;Manhattan;IfAtMostOneObstacle;Yes;0;26;11,8284271247462;
A* (A Star);15;File;Euclidean;IfAtMostOneObstacle;Yes;0;37;11,8284271247462;
A* (A Star);15;File;Octile;IfAtMostOneObstacle;Yes;0;37;11,8284271247462;
A* (A Star);15;File;Chebyshev;IfAtMostOneObstacle;Yes;0;49;11,8284271247462;
Best First Search;15;File;Manhattan;IfAtMostOneObstacle;Yes;0;49;11,8284271247462;
Best First Search;15;File;Euclidean;IfAtMostOneObstacle;Yes;0;49;11,8284271247462;
Best First Search;15;File;Octile;IfAtMostOneObstacle;Yes;0;49;11,8284271247462;
Best First Search;15;File;Chebyshev;IfAtMostOneObstacle;Yes;0;49;11,8284271247462;
Dijkstra;15;File;Manhattan;IfAtMostOneObstacle;Yes;3;195;11,8284271247462;
Dijkstra;15;File;Euclidean;IfAtMostOneObstacle;Yes;2;195;11,8284271247462;
Dijkstra;15;File;Octile;IfAtMostOneObstacle;Yes;2;195;11,8284271247462;
Dijkstra;15;File;Chebyshev;IfAtMostOneObstacle;Yes;2;195;11,8284271247462;
A* (A Star);16;File;Manhattan;IfAtMostOneObstacle;Yes;0;49;18,142135623731;
A* (A Star);16;File;Euclidean;IfAtMostOneObstacle;Yes;0;70;18,142135623731;
A* (A Star);16;File;Octile;IfAtMostOneObstacle;Yes;0;70;18,142135623731;
A* (A Star);16;File;Chebyshev;IfAtMostOneObstacle;Yes;1;107;18,142135623731;
Best First Search;16;File;Manhattan;IfAtMostOneObstacle;Yes;0;107;18,9705627484771;
Best First Search;16;File;Euclidean;IfAtMostOneObstacle;Yes;0;107;18,9705627484771;
Best First Search;16;File;Octile;IfAtMostOneObstacle;Yes;0;107;18,9705627484771;
Best First Search;16;File;Chebyshev;IfAtMostOneObstacle;Yes;0;107;19,3137084989848;
Dijkstra;16;File;Manhattan;IfAtMostOneObstacle;Yes;4;276;18,142135623731;
Dijkstra;16;File;Euclidean;IfAtMostOneObstacle;Yes;6;276;18,142135623731;
