alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
A* (A Star);67;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;45;12,2426406871193;
A* (A Star);67;Octile;IfAtMostOneObstacle;Yes (0ms );0;45;12,2426406871193;
A* (A Star);68;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;79;17,8994949366117;
A* (A Star);68;Euclidean;IfAtMostOneObstacle;Yes (1ms );1;98;17,3137084989848;
A* (A Star);68;Octile;IfAtMostOneObstacle;Yes (1ms );1;93;17,3137084989848;
A* (A Star);69;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;60;23,4852813742386;
A* (A Star);69;Euclidean;IfAtMostOneObstacle;Yes (1ms );1;114;23,4852813742386;
A* (A Star);69;Octile;IfAtMostOneObstacle;Yes (0ms );0;91;23,4852813742386;
A* (A Star);70;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;29;8,48528137423857;
A* (A Star);70;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;42;8,48528137423857;
A* (A Star);70;Octile;IfAtMostOneObstacle;Yes (0ms );0;39;8,48528137423857;
A* (A Star);71;Manhattan;IfAtMostOneObstacle;Yes (3ms );3;153;24,9705627484771;
A* (A Star);71;Euclidean;IfAtMostOneObstacle;Yes (4ms );4;174;24,9705627484771;
A* (A Star);71;Octile;IfAtMostOneObstacle;Yes (4ms );4;165;24,9705627484771;
A* (A Star);72;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;44;16,8284271247462;
A* (A Star);72;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;51;16,8284271247462;
A* (A Star);72;Octile;IfAtMostOneObstacle;Yes (0ms );0;45;16,8284271247462;
A* (A Star);73;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;41;14,3137084989848;
A* (A Star);73;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;46;14,3137084989848;
A* (A Star);73;Octile;IfAtMostOneObstacle;Yes (0ms );0;46;14,3137084989848;
A* (A Star);74;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;55;21,0710678118655;
A* (A Star);74;Euclidean;IfAtMostOneObstacle;Yes (1ms );1;110;20,4852813742386;
A* (A Star);74;Octile;IfAtMostOneObstacle;Yes (1ms );1;98;20,4852813742386;
A* (A Star);75;Manhattan;Always;Yes (0ms );0;22;8,07106781186548;
A* (A Star);75;Euclidean;Always;Yes (0ms );0;21;8,07106781186548;
A* (A Star);75;Octile;Always;Yes (0ms );0;21;8,07106781186548;
A* (A Star);76;Manhattan;Always;Yes (0ms );0;14;4,41421356237309;
A* (A Star);76;Euclidean;Always;Yes (0ms );0;14;4,41421356237309;
A* (A Star);76;Octile;Always;Yes (0ms );0;14;4,41421356237309;
A* (A Star);77;Manhattan;Always;Yes (0ms );0;63;21,3137084989848;
A* (A Star);77;Euclidean;Always;Yes (1ms );1;98;20,7279220613579;
A* (A Star);77;Octile;Always;Yes (0ms );0;76;20,7279220613579;
A* (A Star);78;Manhattan;Always;Yes (1ms );1;94;30,7279220613579;
A* (A Star);78;Euclidean;Always;Yes (6ms );6;210;30,3847763108502;
A* (A Star);78;Octile;Always;Yes (5ms );5;190;30,3847763108502;
A* (A Star);79;Manhattan;Always;Yes (1ms );1;94;27,142135623731;
A* (A Star);79;Euclidean;Always;Yes (3ms );3;153;26,5563491861041;
A* (A Star);79;Octile;Always;Yes (3ms );3;143;26,5563491861041;
A* (A Star);80;Manhattan;Always;Yes (0ms );0;32;9,24264068711929;
A* (A Star);80;Euclidean;Always;Yes (0ms );0;35;9,24264068711929;
A* (A Star);80;Octile;Always;Yes (0ms );0;35;9,24264068711929;
A* (A Star);81;Manhattan;Always;Yes (0ms );0;26;8,07106781186548;
A* (A Star);81;Euclidean;Always;Yes (0ms );0;28;8,07106781186548;
A* (A Star);81;Octile;Always;Yes (0ms );0;28;8,07106781186548;
