Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
A* (A Star);23;Random;Chebyshev;Never;Yes;158;2999;116;
Best First Search;23;Random;Manhattan;Never;Yes;2;296;142;
Best First Search;23;Random;Euclidean;Never;Yes;2;257;132;
Best First Search;23;Random;Octile;Never;Yes;1;258;132;
Best First Search;23;Random;Chebyshev;Never;Yes;2;297;140;
IDA* (IDA Star);23;Random;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);23;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);23;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);23;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;23;Random;Manhattan;Never;Yes;658;6313;116;
Dijkstra;23;Random;Euclidean;Never;Yes;667;6313;116;
Dijkstra;23;Random;Octile;Never;Yes;669;6313;116;
Dijkstra;23;Random;Chebyshev;Never;Yes;666;6313;116;
A* (A Star);24;Random;Manhattan;Never;Yes;86;1857;153;
A* (A Star);24;Random;Euclidean;Never;Yes;377;4584;153;
A* (A Star);24;Random;Octile;Never;Yes;346;4338;153;
A* (A Star);24;Random;Chebyshev;Never;Yes;393;4723;153;
Best First Search;24;Random;Manhattan;Never;Yes;3;373;173;
Best First Search;24;Random;Euclidean;Never;Yes;8;519;173;
Best First Search;24;Random;Octile;Never;Yes;8;509;167;
Best First Search;24;Random;Chebyshev;Never;Yes;5;420;161;
IDA* (IDA Star);24;Random;Manhattan;Never;Yes;18;0;169;
IDA* (IDA Star);24;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);24;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);24;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;24;Random;Manhattan;Never;Yes;735;6658;153;
Dijkstra;24;Random;Euclidean;Never;Yes;729;6658;153;
Dijkstra;24;Random;Octile;Never;Yes;735;6658;153;
Dijkstra;24;Random;Chebyshev;Never;Yes;734;6658;153;
A* (A Star);25;Random;Manhattan;Never;Yes;11;636;81;
A* (A Star);25;Random;Euclidean;Never;Yes;35;1331;81;
A* (A Star);25;Random;Octile;Never;Yes;30;1225;81;
A* (A Star);25;Random;Chebyshev;Never;Yes;49;1582;81;
Best First Search;25;Random;Manhattan;Never;Yes;1;211;95;
Best First Search;25;Random;Euclidean;Never;Yes;0;168;87;
Best First Search;25;Random;Octile;Never;Yes;0;168;87;
Best First Search;25;Random;Chebyshev;Never;Yes;1;176;89;
IDA* (IDA Star);25;Random;Manhattan;Never;Yes;5;0;89;
IDA* (IDA Star);25;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);25;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);25;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;25;Random;Manhattan;Never;Yes;371;4721;81;
Dijkstra;25;Random;Euclidean;Never;Yes;371;4721;81;
Dijkstra;25;Random;Octile;Never;Yes;372;4721;81;
Dijkstra;25;Random;Chebyshev;Never;Yes;369;4721;81;
A* (A Star);26;Random;Manhattan;Never;Yes;17;811;80;
A* (A Star);26;Random;Euclidean;Never;Yes;37;1324;80;
