Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
IDA* (IDA Star);8;WithPattern;Manhattan;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);8;WithPattern;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);8;WithPattern;Octile;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);8;WithPattern;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;8;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;1073;5933;84,7106781186547;
Dijkstra;8;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;1072;5933;84,7106781186547;
Dijkstra;8;WithPattern;Octile;IfAtMostOneObstacle;Yes;1092;5933;84,7106781186547;
Dijkstra;8;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;1089;5933;84,7106781186547;
A* (A Star);9;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;105;34,8994949366117;
A* (A Star);9;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;1;196;34,8994949366117;
A* (A Star);9;WithPattern;Octile;IfAtMostOneObstacle;Yes;1;193;34,8994949366117;
A* (A Star);9;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;4;290;34,8994949366117;
Best First Search;9;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;115;39,0416305603426;
Best First Search;9;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;0;108;43,1837661840736;
Best First Search;9;WithPattern;Octile;IfAtMostOneObstacle;Yes;1;108;43,1837661840736;
Best First Search;9;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;0;83;34,8994949366117;
IDA* (IDA Star);9;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;0;37,9411254969543;
IDA* (IDA Star);9;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;901;0;37,9411254969543;
IDA* (IDA Star);9;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;0;34,8994949366117;
IDA* (IDA Star);9;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;526;0;34,8994949366117;
Dijkstra;9;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;176;2296;34,8994949366117;
Dijkstra;9;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;173;2296;34,8994949366117;
Dijkstra;9;WithPattern;Octile;IfAtMostOneObstacle;Yes;170;2296;34,8994949366117;
Dijkstra;9;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;171;2296;34,8994949366117;
A* (A Star);10;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;120;25,142135623731;
A* (A Star);10;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;1;163;25,142135623731;
A* (A Star);10;WithPattern;Octile;IfAtMostOneObstacle;Yes;2;146;25,142135623731;
A* (A Star);10;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;2;224;25,142135623731;
Best First Search;10;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;71;29,0416305603426;
Best First Search;10;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;0;71;29,0416305603426;
Best First Search;10;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;71;29,0416305603426;
Best First Search;10;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;0;72;25,142135623731;
IDA* (IDA Star);10;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;135;0;25,142135623731;
IDA* (IDA Star);10;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;3461;0;25,142135623731;
IDA* (IDA Star);10;WithPattern;Octile;IfAtMostOneObstacle;Yes;64;0;25,142135623731;
IDA* (IDA Star);10;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;377;0;25,142135623731;
Dijkstra;10;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;41;1109;25,142135623731;
Dijkstra;10;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;41;1109;25,142135623731;
Dijkstra;10;WithPattern;Octile;IfAtMostOneObstacle;Yes;40;1109;25,142135623731;
Dijkstra;10;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;41;1109;25,142135623731;
